NO.,KODE PUSK.,NAMA PUSKESMAS,ALAMAT,Kota_Kabupaten,PONED,JENIS PUSKESMAS,full_address,location,latitude,longitude
7,P3213040201,TANJUNGSIANG,"Jl. Raya Ds. Tanjung Siang, Kec. Tanjungsiang",Subang,,2,"Jl. Raya Ds. Tanjung Siang, Kec. Tanjungsiang, Subang, Indonesia","Pakuhaji, Cisalak, Subang Regency, West Java 41283, Indonesia",-6.7440925,107.7902707
8,P3213050201,TANJUNGWANGI,"Ds. Tanjung Wangi, Kec. Cijambe",Subang,,2,"Ds. Tanjung Wangi, Kec. Cijambe, Subang, Indonesia","9PRM+G5P, Tanjungwangi, Cijambe, Subang Regency, West Java, Indonesia",-6.608652699999999,107.7329538
9,P3213050202,CIRANGKONG,"Ds. Cirangkong, Kec. Cijambe",Subang,,2,"Ds. Cirangkong, Kec. Cijambe, Subang, Indonesia","Jl. Cirangkong, Kec. Cijambe, Kabupaten Subang, Jawa Barat, Indonesia",-6.6490079,107.7492248
10,P3213050203,CIPUNAGARA,"Ds. Tanjung Wangi, Kec. Cijambe",Subang,1.0,2,"Ds. Tanjung Wangi, Kec. Cijambe, Subang, Indonesia","9PRM+G5P, Tanjungwangi, Cijambe, Subang Regency, West Java, Indonesia",-6.608652699999999,107.7329538
11,P3213060101,CIBOGO,"Kel Cibogo, Kec. Cibogo",Subang,1.0,1,"Kel Cibogo, Kec. Cibogo, Subang, Indonesia","Cibogo, Subang Regency, West Java, Indonesia",-6.5537207,107.8139614
12,P3213070201,SUKARAHAYU,"Jl. Raya Cinangsi No. 53 Kel. Karanganyar, Kec. Subang",Subang,,2,"Jl. Raya Cinangsi No. 53 Kel. Karanganyar, Kec. Subang, Subang, Indonesia","Jl. Raya Cinangsi No.53, Cinangsi, Kec. Cibogo, Kabupaten Subang, Jawa Barat 41285, Indonesia",-6.559852999999999,107.7889416
13,P3213080201,KALIJATI,"Jl. Kalimantan No. 39, Kec. Kalijati",Subang,1.0,2,"Jl. Kalimantan No. 39, Kec. Kalijati, Subang, Indonesia","Kalijati, Subang Regency, West Java, Indonesia",-6.5095097,107.6765038
14,P3213080202,RAWALELE,"Jl. Wangunreja No. 39, Kec. Kalijati",Subang,,2,"Jl. Wangunreja No. 39, Kec. Kalijati, Subang, Indonesia","Jl. Raya Kalijati No.Km No.7, Marengmang, Kec. Subang, Kabupaten Subang, Jawa Barat 41271, Indonesia",-6.540701599999999,107.7155871
15,P3213090101,CIPEUNDEUY,"Ds. Cipeundeuy, Kec. Cipeundeuy",Subang,1.0,1,"Ds. Cipeundeuy, Kec. Cipeundeuy, Subang, Indonesia","Lengkong, Cipeundeuy, Subang Regency, West Java 41272, Indonesia",-6.5225298,107.6156133
16,P3213100101,PABUARAN,"Jl. Pasar Senen No. 30, Kec. Pabuaran",Subang,1.0,1,"Jl. Pasar Senen No. 30, Kec. Pabuaran, Subang, Indonesia","Jl. Raya Ps. Senen No.30, Pabuaran, Kec. Pabuaran, Kabupaten Subang, Jawa Barat 41262, Indonesia",-6.4127488,107.5845832
17,P3213100202,PRINGKASAP,"Jl. Sukawera No. 86 Ds. Pringkasap, Kec. Pabuaran",Subang,,2,"Jl. Sukawera No. 86 Ds. Pringkasap, Kec. Pabuaran, Subang, Indonesia","Pringkasap, Pabuaran, Subang Regency, West Java, Indonesia",-6.4225451,107.6244915
18,P3213110201,PATOKBEUSI,"Jl. Raya Ciberes, Kec. Patokbeusi",Subang,1.0,2,"Jl. Raya Ciberes, Kec. Patokbeusi, Subang, Indonesia","Ciberes, Patokbeusi, Subang Regency, West Java, Indonesia",-6.3778446,107.5889804
19,P3213110102,RANCABANGO,"Ds. Rancabango, Kec. Patokbeusi",Subang,,1,"Ds. Rancabango, Kec. Patokbeusi, Subang, Indonesia","Rancabango, Patokbeusi, Subang Regency, West Java, Indonesia",-6.377384699999999,107.6748069
20,P3213120201,PURWADADI,"Ds. Pasirbungur No. 1, Kec. Purwadadi",Subang,1.0,2,"Ds. Pasirbungur No. 1, Kec. Purwadadi, Subang, Indonesia","Pasirbungur, Purwadadi, Subang Regency, West Java, Indonesia",-6.4075848,107.6866471
21,P3213130201,CIKAUM,"Jl. Raya Tarum Timur, Kec. Cikaum",Subang,,2,"Jl. Raya Tarum Timur, Kec. Cikaum, Subang, Indonesia","Jl. Tarum Timur, Kabupaten Subang, Jawa Barat, Indonesia",-6.4327227,107.8437076
22,P3213140101,PAGADEN,"Jl. Raya Compreng Kel. Pagaden, Kec. Pagaden",Subang,1.0,1,"Jl. Raya Compreng Kel. Pagaden, Kec. Pagaden, Subang, Indonesia","Jl. Raya Compreng - Subang, Kec. Compreng, Kabupaten Subang, Jawa Barat 41258, Indonesia",-6.3804502,107.8795576
23,P3213140202,PEGADEN BARAT,"Ds. Munjul, Kec. Pegaden",Subang,,2,"Ds. Munjul, Kec. Pegaden, Subang, Indonesia","Munjul, Pagaden Barat, Subang Regency, West Java, Indonesia",-6.457920800000001,107.7784261
24,P3213140203,GUNUNGSEMBUNG,"Ds. Jatireja, Kec. Pagaden",Subang,,2,"Ds. Jatireja, Kec. Pagaden, Subang, Indonesia","Pagaden, Subang Regency, West Java, Indonesia",-6.4555587,107.8129773
25,P3213160201,COMPRENG,"Jl. Raya Compreng, Kec. Compreng",Subang,,2,"Jl. Raya Compreng, Kec. Compreng, Subang, Indonesia","Jl. Raya Compreng, Kabupaten Subang, Jawa Barat 41255, Indonesia",-6.3004846,107.8700122
26,P3213160202,JATIREJA,"Ds. Jatireja, Kec. Compreng",Subang,,2,"Ds. Jatireja, Kec. Compreng, Subang, Indonesia","Jatireja, Compreng, Subang Regency, West Java, Indonesia",-6.408178599999999,107.8850453
27,P3213170101,BINONG,"Jl. Tarum Timur No. 17, Kec. Binong",Subang,1.0,1,"Jl. Tarum Timur No. 17, Kec. Binong, Subang, Indonesia","Jl. Tarum Timur, Kec. Binong, Kabupaten Subang, Jawa Barat, Indonesia",-6.428503,107.8151788
28,P3213170202,TAMBAK DAHAN,"Ds. Tambakdahan, Kec. Binong",Subang,1.0,2,"Ds. Tambakdahan, Kec. Binong, Subang, Indonesia","Tambakdahan, Subang Regency, West Java, Indonesia",-6.3519782,107.8169229
29,P3213170203,CIKALAPA,"Jl. Natasukarya Kel Binong, Kec. Binong",Subang,,2,"Jl. Natasukarya Kel Binong, Kec. Binong, Subang, Indonesia","Binong, Karangwangi, Binong, Subang Regency, West Java, Indonesia",-6.399999999999999,107.783333
30,P3213171201,MARIUK,"Warung Cendol, Kec. Tambakdahan",Subang,,2,"Warung Cendol, Kec. Tambakdahan, Subang, Indonesia","Jl. Raya Desa Mariuk, Kec. Tambakdahan, Kabupaten Subang, Jawa Barat, Indonesia",-6.3151813,107.8112263
31,P3213180101,MANDALA WANGI,"Jl. Raya Ciasem, Kec. Ciasem",Subang,,1,"Jl. Raya Ciasem, Kec. Ciasem, Subang, Indonesia","Jl. Raya Ciasem, Sukamandijaya, Kec. Ciasem, Kabupaten Subang, Jawa Barat 41256, Indonesia",-6.339792,107.6647438
32,P3213180202,CIASEM,"Jl. A. Yani No. Ciasem No.63 Kel Ciasem, Kec. Ciasem",Subang,1.0,2,"Jl. A. Yani No. Ciasem No.63 Kel Ciasem, Kec. Ciasem, Subang, Indonesia","Ciasem, Subang Regency, West Java, Indonesia",-6.3490015,107.6591923
33,P3213180203,JATIBARU,"Ds. Jati Baru, Kec. Ciasem",Subang,,2,"Ds. Jati Baru, Kec. Ciasem, Subang, Indonesia","Jatibaru, Ciasem, Subang Regency, West Java, Indonesia",-6.3447055,107.7340132
34,P3213190101,PAMANUKAN,"Jl. Jon Martasasmita No. 30, Kec. Pamanukan",Subang,1.0,1,"Jl. Jon Martasasmita No. 30, Kec. Pamanukan, Subang, Indonesia","Jl. Ion Martasasmita No.30, Pamanukan, Kec. Pamanukan, Kabupaten Subang, Jawa Barat 41254, Indonesia",-6.288783200000001,107.8205786
35,P3213190202,BATANGSARI,"Jl. Pamanukan Km 8.41, Kec. Pamanukan",Subang,,2,"Jl. Pamanukan Km 8.41, Kec. Pamanukan, Subang, Indonesia","Jl. Kh Ihsan Syarif, Pamanukan, Kec. Pamanukan, Kabupaten Subang, Jawa Barat 41254, Indonesia",-6.2837306,107.8133983
36,P3213200101,PUSAKA NAGARA,"Jl. Raya Pusaka - Cirebon, Kec. Pusaka Nagara",Subang,1.0,1,"Jl. Raya Pusaka - Cirebon, Kec. Pusaka Nagara, Subang, Indonesia","Pusakanagara, Subang Regency, West Java, Indonesia",-6.284548300000001,107.874673
37,P3213200202,KARANGANYAR,"Jl;. Raya Cirebon, Kec. Pusaka Nagara",Subang,1.0,2,"Jl;. Raya Cirebon, Kec. Pusaka Nagara, Subang, Indonesia","Pusakanagara, Subang Regency, West Java, Indonesia",-6.284548300000001,107.874673
38,P3213210201,LEGONKULON,"Ds. Legonkulon, Kec. Legonkulon",Subang,,2,"Ds. Legonkulon, Kec. Legonkulon, Subang, Indonesia","Legonkulon, Subang Regency, West Java, Indonesia",-6.2403799,107.8050772
39,P3213220201,BLANAKAN,"Ds. Blanakan, Kec. Blanakan",Subang,1.0,2,"Ds. Blanakan, Kec. Blanakan, Subang, Indonesia","Blanakan, Subang Regency, West Java, Indonesia",-6.2746615,107.6623384
40,P3213220202,CILAMAYA GIRANG,"Ds. Cilamaya Girang, Kec. Blanakan",Subang,,2,"Ds. Cilamaya Girang, Kec. Blanakan, Subang, Indonesia","Cilamaya Girang, Blanakan, Subang Regency, West Java, Indonesia",-6.2703498,107.6008169
1,P3214010201,JATILUHUR,"Jl. Ir H. Juanda No. 73, Kec. Jatiluhur",Purwakarta,1.0,2,"Jl. Ir H. Juanda No. 73, Kec. Jatiluhur, Purwakarta, Indonesia","Jl. Ir. H. Juanda No.73, Cilegong, Kec. Jatiluhur, Kabupaten Purwakarta, Jawa Barat 41152, Indonesia",-6.5439174,107.4219496
2,P3214010202,KONCARA,"Jl. Ibrahim Singadilaga No. 53, Kec. Jatiluhur",Purwakarta,,2,"Jl. Ibrahim Singadilaga No. 53, Kec. Jatiluhur, Purwakarta, Indonesia","Jl. Ibrahim Singadilaga No.53, Nagri Kaler, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41115, Indonesia",-6.5439645,107.4407495
3,P3214011201,SUKASARI,"Jl. Raya Kertamanah, Kec. Sukasari",Purwakarta,,2,"Jl. Raya Kertamanah, Kec. Sukasari, Purwakarta, Indonesia","Jl. Raya Kertamanah, Kec. Sukasari, Kabupaten Purwakarta, Jawa Barat 41116, Indonesia",-6.5343375,107.2964568
4,P3214020201,MANIIS,"Jl. Raya Palumbon, Kec. Maniis",Purwakarta,1.0,2,"Jl. Raya Palumbon, Kec. Maniis, Purwakarta, Indonesia","Jl. Raya Palumbon, Kec. Maniis, Kabupaten Purwakarta, Jawa Barat 41166, Indonesia",-6.7017816,107.3162941
5,P3214030201,TEGALWARU,"Ds. Batutumpang, Kec. Tegalwaru",Purwakarta,1.0,2,"Ds. Batutumpang, Kec. Tegalwaru, Purwakarta, Indonesia","Batutumpang, Tegalwaru, Purwakarta Regency, West Java, Indonesia",-6.6370023,107.3523607
6,P3214040201,PLERED,"Jl. Gang Sakola Pasar Plered, Kec. Plered",Purwakarta,1.0,2,"Jl. Gang Sakola Pasar Plered, Kec. Plered, Purwakarta, Indonesia","Jl. Gg. Sekolah, Plered, Kec. Plered, Kabupaten Purwakarta, Jawa Barat 41162, Indonesia",-6.6425597,107.3889906
7,P3214050201,SUKATANI,"Jl. Raya Sukatani Km 12, Kec. Sukatani",Purwakarta,1.0,2,"Jl. Raya Sukatani Km 12, Kec. Sukatani, Purwakarta, Indonesia","Jl. Raya Sukatani, Kec. Sukatani, Kabupaten Purwakarta, Jawa Barat 41167, Indonesia",-6.5983495,107.4220203
8,P3214060201,DARANGDAN,"Jl. Raya Darangdan, Kec. Darangdan",Purwakarta,,2,"Jl. Raya Darangdan, Kec. Darangdan, Purwakarta, Indonesia","Jl. Raya Darangdan, Kec. Darangdan, Kabupaten Purwakarta, Jawa Barat, Indonesia",-6.6668991,107.4193276
9,P3214070201,BOJONG,"Jl. Raya Bojong Km 31, Kec. Bojong",Purwakarta,,2,"Jl. Raya Bojong Km 31, Kec. Bojong, Purwakarta, Indonesia","Jl. Raya Bojong, Kec. Bojong, Kabupaten Pekalongan, Jawa Tengah 51156, Indonesia",-6.951857,109.601018
10,P3214080101,WANAYASA,"Jl. Raya Bakti No. 10, Kec. Wanayasa",Purwakarta,1.0,1,"Jl. Raya Bakti No. 10, Kec. Wanayasa, Purwakarta, Indonesia","Kios soto ayam ceker suroboyo, Jl. Cilincing Bakti No.10, RT.11/RW.6, Cilincing, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14120, Indonesia",-6.100025599999999,106.9424753
11,P3214081201,KIARAPEDES,"Jl. Raya Kiarapedes Km 24, Kec. Kiarapedes",Purwakarta,1.0,2,"Jl. Raya Kiarapedes Km 24, Kec. Kiarapedes, Purwakarta, Indonesia","Jl. Raya Kiarapedes, Kec. Kiarapedes, Kabupaten Purwakarta, Jawa Barat 41175, Indonesia",-6.6453276,107.5744261
12,P3214090201,PASAWAHAN,"Jl. Raya Pasar Pasawahan, Kec. Pasawahan",Purwakarta,1.0,2,"Jl. Raya Pasar Pasawahan, Kec. Pasawahan, Purwakarta, Indonesia","Pasawahan, Purwakarta Regency, West Java, Indonesia",-6.575935299999999,107.4824751
13,P3214091201,PONDOKSALAM,"Jl. Raya Terusan Kapten Halim, Kec. Pondok Salam",Purwakarta,,2,"Jl. Raya Terusan Kapten Halim, Kec. Pondok Salam, Purwakarta, Indonesia","Jl. Kapten Halim, Kec. Pondoksalam, Kabupaten Purwakarta, Jawa Barat, Indonesia",-6.6113555,107.4924379
14,P3214100201,MUNJUL JAYA,"Jl. Ipik Gandamanah No. 164, Kec. Purwakarta",Purwakarta,1.0,2,"Jl. Ipik Gandamanah No. 164, Kec. Purwakarta, Purwakarta, Indonesia","Jl. Ipik Gandamanah No.164, Tegalmunjul, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41116, Indonesia",-6.5380327,107.4536262
15,P3214100202,PURWAKARTA,"Jl. Kapten Halim No. 1, Kec. Purwakarta",Purwakarta,,2,"Jl. Kapten Halim No. 1, Kec. Purwakarta, Purwakarta, Indonesia","Jl. Kapten Halim No.1, RT.11/RW.8, Nagri Kidul, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41111, Indonesia",-6.5624379,107.4492971
16,P3214101201,MULYAMEKAR,"Jl. 1eteran, Kec. Babakancikao",Purwakarta,,2,"Jl. 1eteran, Kec. Babakancikao, Purwakarta, Indonesia","Babakancikao, Purwakarta Regency, West Java, Indonesia",-6.493351499999999,107.4024947
17,P3214101202,MARACANG,"Jl. Raya Industri No. 289, Kec. Babakancikao",Purwakarta,,2,"Jl. Raya Industri No. 289, Kec. Babakancikao, Purwakarta, Indonesia","Jl. Industri No.289, Maracang, Kec. Babakancikao, Kabupaten Purwakarta, Jawa Barat 41151, Indonesia",-6.518828699999999,107.4318714
18,P3214110201,CAMPAKA,"Jl. Raya Campaka No. 01, Kec. Campaka",Purwakarta,1.0,2,"Jl. Raya Campaka No. 01, Kec. Campaka, Purwakarta, Indonesia","Jl. Raya Campaka No.1, Cikumpay, Kec. Campaka, Kabupaten Purwakarta, Jawa Barat 41181, Indonesia",-6.504933100000001,107.4880231
19,P3214111101,CIBATU,"Jl. Raya Cibatu Km 15, Kec. Cibatu",Purwakarta,1.0,1,"Jl. Raya Cibatu Km 15, Kec. Cibatu, Purwakarta, Indonesia","Jl. Raya Cibatu No.Km.15, Cibatu, Kec. Cibatu, Kabupaten Purwakarta, Jawa Barat 41181, Indonesia",-6.5015167,107.5341781
20,P3214112201,BUNGURSARI,"Jl. Raya Bungursari No. 124, Kec. Bungursari",Purwakarta,,2,"Jl. Raya Bungursari No. 124, Kec. Bungursari, Purwakarta, Indonesia","Jl. Raya Bungursari No.124, Bungursari, Kec. Bungursari, Kabupaten Purwakarta, Jawa Barat 41181, Indonesia",-6.4781114,107.4799717
1,P3215010201,PANGKALAN,"Ds. Ciptasari, Kec. Pangkalan",Karawang,,2,"Ds. Ciptasari, Kec. Pangkalan, Karawang, Indonesia","Ciptasari, Pangkalan, Karawang, West Java, Indonesia",-6.4668949,107.2341324
2,P3215011101,LOJI,"Ds. Cintalaksana, Kec. Tegalwaru",Karawang,1.0,1,"Ds. Cintalaksana, Kec. Tegalwaru, Karawang, Indonesia","Cintalaksana, Tegalwaru, Karawang, West Java, Indonesia",-6.5382044,107.2459527
3,P3215020201,CIAMPEL,"Ds. Mulyasari, Kec. Ciampel",Karawang,,2,"Ds. Mulyasari, Kec. Ciampel, Karawang, Indonesia","Mulyasari, Ciampel, Karawang, West Java, Indonesia",-6.4290116,107.3671431
4,P3215031201,TELUK JAMBE,"Ds. Pinayungan, Kec. Telukjambe Timur",Karawang,,2,"Ds. Pinayungan, Kec. Telukjambe Timur, Karawang, Indonesia","M7FJ+Q2C, Wadas, Telukjambe Timur, Karawang, West Java 41361, Indonesia",-6.3255553,107.280025
5,P3215031202,WADAS,"Ds. Wadas, Kec. Teluk Jambe Timur",Karawang,,2,"Ds. Wadas, Kec. Teluk Jambe Timur, Karawang, Indonesia","Jl. Desa Wadas, Wadas, Telukjambe Timur, Karawang, Jawa Barat 41361, Indonesia",-6.3287335,107.2786876
6,P3215032102,WANAKERTA,"Ds. Wanakerta, Kec. Teluk Jambe Barat",Karawang,1.0,1,"Ds. Wanakerta, Kec. Teluk Jambe Barat, Karawang, Indonesia","Wanakerta, Telukjambe Barat, Karawang, West Java, Indonesia",-6.375206899999999,107.2223127
7,P3215040101,ANGGADITA/KLARI,"Ds. Duren, Kec. Klari",Karawang,1.0,1,"Ds. Duren, Kec. Klari, Karawang, Indonesia","Duren, Kec. Klari, Karawang, Jawa Barat 41371, Indonesia",-6.3602824,107.3723159
8,P3215040202,CURUG,"Ds. Curug, Kec. Klari",Karawang,,2,"Ds. Curug, Kec. Klari, Karawang, Indonesia","Curug, Klari, Karawang, West Java, Indonesia",-6.4361675,107.3819264
9,P3215040203,ANGGADITA,"Ds. Anggadita, Kec. Klari",Karawang,,2,"Ds. Anggadita, Kec. Klari, Karawang, Indonesia","Anggadita, Klari, Karawang, West Java, Indonesia",-6.350918,107.3346229
10,P3215050101,CIKAMPEK,"Ds. Dawuan Timur, Kec. Cikampek",Karawang,1.0,1,"Ds. Dawuan Timur, Kec. Cikampek, Karawang, Indonesia","East Dawuan, Cikampek, Karawang, West Java, Indonesia",-6.3879027,107.4469829
11,P3215051201,PURWASARI,"Ds. Purwasari, Kec. Purwasari",Karawang,,2,"Ds. Purwasari, Kec. Purwasari, Karawang, Indonesia","Purwasari, Karawang, West Java, Indonesia",-6.3942441,107.4114955
12,P3215060201,TIRTA MULYA,"Ds. Parakan, Kec. Tirta Mulya",Karawang,,2,"Ds. Parakan, Kec. Tirta Mulya, Karawang, Indonesia","Parakan, Tirtamulya, Karawang, West Java, Indonesia",-6.3413331,107.4647284
13,P3215070101,JATI SARI,"Ds. Jatisari, Kec. Jatisari",Karawang,1.0,1,"Ds. Jatisari, Kec. Jatisari, Karawang, Indonesia","Jatisari, Karawang, West Java, Indonesia",-6.3645974,107.5298055
14,P3215070202,PACING,"Ds. Pacing, Kec. Jatisari",Karawang,1.0,2,"Ds. Pacing, Kec. Jatisari, Karawang, Indonesia","Pacing, Kec. Jatisari, Karawang, Jawa Barat 41374, Indonesia",-6.3312464,107.5165079
15,P3215071201,CICINDE,Desa Cicinde Selatan Kec. Banyusari,Karawang,,2,"Desa Cicinde Selatan Kec. Banyusari, Karawang, Indonesia","South Cicinde, Banyusari, Karawang, West Java, Indonesia",-6.3329539,107.5593913
16,P3215071202,GEMPOL,"Ds. Gempol, Kec. Banyusari",Karawang,,2,"Ds. Gempol, Kec. Banyusari, Karawang, Indonesia","Gempol, Banyusari, Karawang, West Java, Indonesia",-6.297054399999999,107.5653089
17,P3215072201,KOTA BARU,"Ds. Kota Baru, Kec. Kotabaru",Karawang,1.0,2,"Ds. Kota Baru, Kec. Kotabaru, Karawang, Indonesia","Jl. Raya Kotabaru, Wancimekar, Kec. Kota Baru, Karawang, Jawa Barat 41374, Indonesia",-6.3983417,107.4795013
18,P3215072202,JOMIN,"Ds. Jomin Timur, Kec. Kotabaru",Karawang,,2,"Ds. Jomin Timur, Kec. Kotabaru, Karawang, Indonesia","East Jomin, Kota Baru, Karawang, West Java, Indonesia",-6.4120033,107.488391
19,P3215072203,CIKAMPEK UTARA,"Ds. Cikampek Utara, Kec. Kotabaru",Karawang,,2,"Ds. Cikampek Utara, Kec. Kotabaru, Karawang, Indonesia","North Cikampek, Kota Baru, Karawang, West Java, Indonesia",-6.3886141,107.4632496
20,P3215081101,CILAMAYA,"Ds. Cilamaya, Kec. Cilamaya Wetan",Karawang,1.0,1,"Ds. Cilamaya, Kec. Cilamaya Wetan, Karawang, Indonesia","Rawagempol Wetan, Cilamaya Wetan, Karawang, West Java 41384, Indonesia",-6.225326,107.5771444
21,P3215081202,SUKATANI,"Ds. Sukatani, Kec. Cilamaya Wetan",Karawang,,2,"Ds. Sukatani, Kec. Cilamaya Wetan, Karawang, Indonesia","Sukatani, Cilamaya Wetan, Karawang, West Java, Indonesia",-6.2312258,107.5534739
22,P3215082201,PASIR RUKEM,"Ds. Pasirukem, Kec. Cilamaya Kulon",Karawang,,2,"Ds. Pasirukem, Kec. Cilamaya Kulon, Karawang, Indonesia","Pasirukem, Cilamaya Kulon, Karawang, West Java, Indonesia",-6.216555,107.5357224
23,P3215082202,BAYUR LOR,"Ds. Bayur Lor, Kec. Cilamaya Kulon",Karawang,,2,"Ds. Bayur Lor, Kec. Cilamaya Kulon, Karawang, Indonesia","PGRJ+QVX, Jl. Kp. Krajan Jl. Langgen Jati No.ds, Bayur Kidul, Kec. Cilamaya Kulon, Karawang, Jawa Barat 41384, Indonesia",-6.2579937,107.5322445
24,P3215090201,LEMAHABANG,"Ds. Lemah Abang, Kec. Lemah Abang",Karawang,,2,"Ds. Lemah Abang, Kec. Lemah Abang, Karawang, Indonesia","Lemahabang, Karangtanjung, Kec. Lemahabang, Karawang, Jawa Barat, Indonesia",-6.292911,107.4506
25,P3215100201,TALAGASARI,"Ds. Talagasari, Kec. Talagasari",Karawang,1.0,2,"Ds. Talagasari, Kec. Talagasari, Karawang, Indonesia","Kalijaya, Telagasari, Karawang, West Java 41381, Indonesia",-6.2639878,107.4144526
26,P3215111201,MAJALAYA,"Ds. Majalaya, Kec. Majalaya",Karawang,,2,"Ds. Majalaya, Kec. Majalaya, Karawang, Indonesia","Majalaya, Karawang, West Java, Indonesia",-6.3039567,107.3641866
27,P3215112201,PLAWAD,"Ds. Palawad, Kec. Karawang Timur",Karawang,,2,"Ds. Palawad, Kec. Karawang Timur, Karawang, Indonesia","Palawad, Karawang Timur, Karawang, West Java, Indonesia",-6.2917043,107.3470662
28,P3215112202,ADIARSA,"Ds. Adiarsa Timur, Kec. Karawang Timur",Karawang,,2,"Ds. Adiarsa Timur, Kec. Karawang Timur, Karawang, Indonesia","East Adiarsa, Karawang Timur, Karawang, West Java, Indonesia",-6.3208841,107.3168864
29,P3215113201,KARAWANG KULON,"Ds. Karang Kulon, Kec. Karawang Barat",Karawang,,2,"Ds. Karang Kulon, Kec. Karawang Barat, Karawang, Indonesia","West Karawang, Karawang, West Java, Indonesia",-6.3083526,107.3065582
30,P3215113202,KARAWANG KOTA,"Ds. Karang Pawitan, Kec. Karawang Barat",Karawang,,2,"Ds. Karang Pawitan, Kec. Karawang Barat, Karawang, Indonesia","Karangpawitan, West Karawang, Karawang, West Java, Indonesia",-6.267597800000001,107.3080186
31,P3215113203,TUNGGAK JATI,"Ds. Tunggak Jati, Kec. Karawang Barat",Karawang,1.0,2,"Ds. Tunggak Jati, Kec. Karawang Barat, Karawang, Indonesia","Tunggakjati, West Karawang, Karawang, West Java, Indonesia",-6.2404416,107.281417
32,P3215113204,NAGASARI,"Ds. Nagasari, Kec. Karawang Barat",Karawang,,2,"Ds. Nagasari, Kec. Karawang Barat, Karawang, Indonesia","Nagasari, West Karawang, Karawang, West Java, Indonesia",-6.2851545,107.3168864
33,P3215113205,TANJUNGPURA,"Ds. Tanjungpura , Kec. Karawang Barat",Karawang,,2,"Ds. Tanjungpura , Kec. Karawang Barat, Karawang, Indonesia","Tanjungpura, West Karawang, Karawang, West Java, Indonesia",-6.286156600000001,107.2873282
34,P3215120201,RAWAMERTA,"Ds. Sukamerta, Kec. Rawamerta",Karawang,1.0,2,"Ds. Sukamerta, Kec. Rawamerta, Karawang, Indonesia","Sukamerta, Rawamerta, Karawang, West Java, Indonesia",-6.242750399999999,107.3641866
35,P3215120202,BALONGSARI,"Ds. Balongsari, Kec. Rawamerta",Karawang,,2,"Ds. Balongsari, Kec. Rawamerta, Karawang, Indonesia","Balongsari, Rawamerta, Karawang, West Java, Indonesia",-6.2388496,107.3287106
36,P3215130101,TEMPURAN,"Ds. Pancakarya, Kec. Tempuran",Karawang,1.0,1,"Ds. Pancakarya, Kec. Tempuran, Karawang, Indonesia","Pancakarya, Tempuran, Karawang, West Java, Indonesia",-6.1945008,107.4351532
37,P3215130202,LEMAH DUHUR,"Ds. Lemah Duhur, Kec. Tempuran",Karawang,,2,"Ds. Lemah Duhur, Kec. Tempuran, Karawang, Indonesia","Lemahduhur, Tempuran, Karawang, West Java, Indonesia",-6.215871099999999,107.4055814
38,P3215140101,KUTAWALUYA,"Ds. Sampalan, Kec. Kutawaluya",Karawang,1.0,1,"Ds. Sampalan, Kec. Kutawaluya, Karawang, Indonesia","Sampalan, Kutawaluya, Karawang, West Java, Indonesia",-6.1822005,107.346448
39,P3215140202,KUTAMUKTI,"Ds. Kutamukti, Kec. Kutawaluya",Karawang,,2,"Ds. Kutamukti, Kec. Kutawaluya, Karawang, Indonesia","Kutamukti, Kutawaluya, Karawang, West Java, Indonesia",-6.1465594,107.346448
40,P3215150101,RENGASDENGKLOK,"Ds. Rengasdengklok Selatan, Kec. Rengasdengklok",Karawang,1.0,1,"Ds. Rengasdengklok Selatan, Kec. Rengasdengklok, Karawang, Indonesia","Rengasdengklok, Karawang, West Java, Indonesia",-6.156171899999999,107.299415
41,P3215150203,KALANGSARI,"Ds. Kalangsari, Kec. Rengasdengklok",Karawang,,2,"Ds. Kalangsari, Kec. Rengasdengklok, Karawang, Indonesia","Kalangsari, Rengasdengklok, Karawang, West Java, Indonesia",-6.2194518,107.2991511
42,P3215151201,JAYAKERTA,"Ds. Kemiri, Kec. Jayakerta",Karawang,1.0,2,"Ds. Kemiri, Kec. Jayakerta, Karawang, Indonesia","Kemiri, Jayakerta, Karawang, West Java, Indonesia",-6.1273773,107.3109745
43,P3215151102,MEDANGASEM,"Ds. Medangasem, Kec. Jayakerta",Karawang,,1,"Ds. Medangasem, Kec. Jayakerta, Karawang, Indonesia","Medangasem, Jayakerta, Karawang, West Java, Indonesia",-6.1049669,107.2961953
44,P3215160101,PEDES,"Ds. Payungsari, Kec. Pedes",Karawang,1.0,1,"Ds. Payungsari, Kec. Pedes, Karawang, Indonesia","Payungsari, Pedes, Karawang, West Java, Indonesia",-6.0822866,107.3671431
45,P3215160202,SUNGAI BUNTU,"Ds. Sungai Buntu, Kec. Pedes",Karawang,,2,"Ds. Sungai Buntu, Kec. Pedes, Karawang, Indonesia","Sungaibuntu, Pedes, Karawang, West Java, Indonesia",-6.056389999999999,107.402603
46,P3215161201,KERTAMUKTI,"Ds. Kertamukti, Kec. Cilebar",Karawang,,2,"Ds. Kertamukti, Kec. Cilebar, Karawang, Indonesia","Kertamukti, Cilebar, Karawang, West Java, Indonesia",-6.1340197,107.4174097
